ID,gene_name
ENSG00000290851.2,ENSG00000290851
ENSG00000186715.12,MST1L
ENSG00000223643.6,ENSG00000223643
ENSG00000230239.1,PDE4DIPP9
ENSG00000263811.1,MIR3675
ENSG00000302843.1,ENSG00000302843
ENSG00000228549.5,LINC03126
ENSG00000277234.1,RNU1-5P
ENSG00000238142.5,ENSG00000238142
ENSG00000235241.1,ENSG00000235241
ENSG00000207005.1,RNU1-2
ENSG00000272426.2,ENSG00000272426
ENSG00000290122.2,ENSG00000290122
ENSG00000117122.14,MFAP2
ENSG00000286898.2,ENSG00000286898
ENSG00000226526.1,ENSG00000226526
ENSG00000159363.19,ATP13A2
ENSG00000288636.1,ENSG00000288636
ENSG00000117118.12,SDHB
ENSG00000117115.13,PADI2
ENSG00000204362.7,LINC02783
ENSG00000282843.1,ENSG00000282843
ENSG00000142623.11,PADI1
ENSG00000142619.4,PADI3
ENSG00000266634.1,MIR3972
ENSG00000159339.13,PADI4
ENSG00000276747.1,PADI6
ENSG00000227751.1,RCC2-AS1
ENSG00000179051.14,RCC2
ENSG00000308620.1,ENSG00000308620
ENSG00000290096.2,ENSG00000290096
ENSG00000307703.1,ENSG00000307703
ENSG00000306620.1,ENSG00000306620
ENSG00000074964.17,ARHGEF10L
ENSG00000302710.1,ENSG00000302710
ENSG00000236648.2,LINC02810
ENSG00000117148.8,ACTL8
ENSG00000296176.1,ENSG00000296176
ENSG00000296161.1,ENSG00000296161
ENSG00000284653.1,ENSG00000284653
ENSG00000302372.1,ENSG00000302372
ENSG00000261781.1,LINC01654
ENSG00000117154.12,IGSF21
ENSG00000280222.1,ENSG00000280222
ENSG00000293810.1,ENSG00000293810
ENSG00000230035.3,IGSF21-AS1
ENSG00000293766.1,ENSG00000293766
ENSG00000225387.1,ENSG00000225387
ENSG00000294535.1,ENSG00000294535
ENSG00000179023.9,KLHDC7A
ENSG00000235282.3,DYNLL1P3
ENSG00000225478.2,ENSG00000225478
ENSG00000300147.1,ENSG00000300147
ENSG00000009709.13,PAX7
ENSG00000308985.1,ENSG00000308985
ENSG00000179002.6,TAS1R2
ENSG00000159423.17,ALDH4A1
ENSG00000265606.1,MIR4695
ENSG00000221662.1,MIR1290
ENSG00000310349.1,ENSG00000310349
ENSG00000169991.11,IFFO2
ENSG00000295712.1,ENSG00000295712
ENSG00000308389.1,ENSG00000308389
ENSG00000307102.1,ENSG00000307102
ENSG00000272084.1,ENSG00000272084
ENSG00000127481.15,UBR4
ENSG00000230424.4,EMC1-AS1
ENSG00000127463.16,EMC1
ENSG00000053372.5,MRTO4
ENSG00000286064.1,ENSG00000286064
ENSG00000211454.16,AKR7L
ENSG00000162482.5,AKR7A3
ENSG00000270728.1,ENSG00000270728
ENSG00000308073.1,ENSG00000308073
ENSG00000053371.14,AKR7A2
ENSG00000200403.1,RNU6-1099P
ENSG00000040487.13,SLC66A1
ENSG00000077549.19,CAPZB
ENSG00000306364.1,ENSG00000306364
ENSG00000240490.3,RN7SL277P
ENSG00000306329.1,ENSG00000306329
ENSG00000173436.15,MICOS10
ENSG00000306287.1,ENSG00000306287
ENSG00000201609.1,RNU4-28P
ENSG00000235185.2,MICOS10-DT
ENSG00000158747.15,NBL1
ENSG00000270136.6,MICOS10-NBL1
ENSG00000226396.1,ENSG00000226396
ENSG00000306350.1,ENSG00000306350
ENSG00000158748.4,HTR6
ENSG00000162542.14,TMCO4
ENSG00000178828.7,RNF186
ENSG00000235434.2,RNF186-AS1
ENSG00000169914.6,OTUD3
ENSG00000308515.1,ENSG00000308515
ENSG00000188784.4,PLA2G2E
ENSG00000242688.3,RN7SL304P
ENSG00000188257.12,PLA2G2A
ENSG00000297402.1,ENSG00000297402
ENSG00000127472.11,PLA2G5
ENSG00000117215.15,PLA2G2D
ENSG00000307383.1,ENSG00000307383
ENSG00000158786.5,PLA2G2F
ENSG00000227066.3,ENSG00000227066
ENSG00000187980.7,PLA2G2C
ENSG00000162543.6,UBXN10
ENSG00000228105.3,LINC01757
ENSG00000284710.1,ENSG00000284710
ENSG00000158816.16,VWA5B1
ENSG00000226664.1,ENSG00000226664
ENSG00000304627.1,ENSG00000304627
ENSG00000236963.10,LINC01141
ENSG00000226487.1,ENSG00000226487
ENSG00000284641.1,ENSG00000284641
ENSG00000284743.2,ENSG00000284743
ENSG00000296909.1,ENSG00000296909
ENSG00000162545.6,CAMK2N1
ENSG00000289402.3,ENSG00000289402
ENSG00000090432.7,MUL1
ENSG00000215520.3,RPS4XP4
ENSG00000183114.8,FAM43B
ENSG00000158825.6,CDA
ENSG00000158828.8,PINK1
ENSG00000284005.1,MIR6084
ENSG00000117242.7,PINK1-AS
ENSG00000244038.11,DDOST
ENSG00000296887.1,ENSG00000296887
ENSG00000117245.13,KIF17
ENSG00000235432.1,ENSG00000235432
ENSG00000189410.12,SH2D5
ENSG00000298940.1,ENSG00000298940
ENSG00000233069.2,ENSG00000233069
ENSG00000127483.20,HP1BP3
ENSG00000075151.24,EIF4G3
ENSG00000251914.1,RNU7-200P
ENSG00000221808.1,MIR1256
ENSG00000233072.1,RPS15AP6
ENSG00000236073.2,ENSG00000236073
ENSG00000235112.1,HSPE1P27
ENSG00000287192.1,ENSG00000287192
ENSG00000117298.16,ECE1
ENSG00000236936.2,ENSG00000236936
ENSG00000231105.2,ECE1-AS1
ENSG00000296859.1,ENSG00000296859
ENSG00000236216.5,PPP1R11P1
ENSG00000228823.1,PDE4DIPP10
ENSG00000236009.1,ENSG00000236009
ENSG00000227001.3,NBPF2P
ENSG00000187952.9,HS6ST1P1
ENSG00000186543.7,CROCCP5
ENSG00000295832.1,ENSG00000295832
ENSG00000142794.19,NBPF3
ENSG00000176378.8,PFN1P10
ENSG00000162551.14,ALPL
ENSG00000298372.1,ENSG00000298372
ENSG00000289715.1,ENSG00000289715
ENSG00000305564.1,ENSG00000305564
ENSG00000233431.2,LINC02596
ENSG00000076864.21,RAP1GAP
ENSG00000090686.16,USP48
ENSG00000231978.2,ENSG00000231978
ENSG00000187942.12,LDLRAD2
ENSG00000142798.20,HSPG2
ENSG00000305448.1,ENSG00000305448
ENSG00000232037.3,RPL21P29
ENSG00000293453.2,ENSG00000293453
ENSG00000283234.2,ENSG00000283234
ENSG00000219073.8,CELA3B
ENSG00000285959.1,ENSG00000285959
ENSG00000273610.1,RN7SL386P
ENSG00000201919.1,RNU6-1022P
ENSG00000142789.20,CELA3A
ENSG00000278124.1,RN7SL186P
ENSG00000201273.1,RNU6-776P
ENSG00000228397.4,LINC01635
ENSG00000218510.9,LINC00339
ENSG00000289694.1,ENSG00000289694
ENSG00000285752.1,CDC42-AS1
ENSG00000285794.1,ENSG00000285794
ENSG00000070831.18,CDC42
ENSG00000230068.2,CDC42-IT1
ENSG00000271428.1,MPHOSPH6P1
ENSG00000305135.1,ENSG00000305135
ENSG00000162552.15,WNT4
ENSG00000305152.1,ENSG00000305152
ENSG00000285873.2,ENSG00000285873
ENSG00000294752.1,ENSG00000294752
ENSG00000266564.1,MIR4418
ENSG00000294164.1,ENSG00000294164
ENSG00000302675.1,ENSG00000302675
ENSG00000234397.3,PPIAP34
ENSG00000279625.1,ENSG00000279625
ENSG00000299881.1,ENSG00000299881
ENSG00000184677.18,ZBTB40
ENSG00000302246.1,ENSG00000302246
ENSG00000237200.1,ZBTB40-IT1
ENSG00000070886.12,EPHA8
ENSG00000276835.2,MIR6127
ENSG00000173372.18,C1QA
ENSG00000289692.1,ENSG00000289692
ENSG00000159189.13,C1QC
ENSG00000308848.1,ENSG00000308848
ENSG00000173369.18,C1QB
ENSG00000133216.17,EPHB2
ENSG00000265422.1,MIR4684
ENSG00000225952.1,ENSG00000225952
ENSG00000264014.1,MIR4253
ENSG00000215906.9,LACTBL1
ENSG00000297948.1,ENSG00000297948
ENSG00000227868.7,TEX46
ENSG00000004487.18,KDM1A
ENSG00000240553.1,ENSG00000240553
ENSG00000263793.1,MIR3115
ENSG00000266802.1,ENSG00000266802
ENSG00000169641.16,LUZP1
ENSG00000293565.1,ENSG00000293565
ENSG00000229010.1,ENSG00000229010
ENSG00000206935.1,RNU6-514P
ENSG00000252578.1,RNU6-135P
ENSG00000289014.2,ENSG00000289014
ENSG00000179546.5,HTR1D
ENSG00000304077.1,ENSG00000304077
ENSG00000215381.3,RPL29P6
ENSG00000302918.1,ENSG00000302918
ENSG00000261326.5,LINC01355
ENSG00000284726.1,ENSG00000284726
ENSG00000125944.22,HNRNPR
ENSG00000125945.16,ZNF436
ENSG00000249087.10,ZNF436-AS1
ENSG00000201405.1,Y_RNA
ENSG00000271420.1,ENSG00000271420
ENSG00000204219.11,TCEA3
ENSG00000232482.2,ENSG00000232482
ENSG00000295946.1,ENSG00000295946
ENSG00000088280.21,ASAP3
ENSG00000007968.7,E2F2
ENSG00000307540.1,ENSG00000307540
ENSG00000307580.1,ENSG00000307580
ENSG00000235052.2,ENSG00000235052
ENSG00000117318.9,ID3
ENSG00000307609.1,ENSG00000307609
ENSG00000285802.2,ENSG00000285802
ENSG00000197880.11,MDS2
ENSG00000229239.2,EEF1A1P48
ENSG00000304075.1,ENSG00000304075
ENSG00000142676.14,RPL11
ENSG00000236810.9,ELOA-AS1
ENSG00000011007.13,ELOA
ENSG00000057757.10,PITHD1
ENSG00000289835.2,ENSG00000289835
ENSG00000011009.12,LYPLA2
ENSG00000117308.15,GALE
ENSG00000117305.15,HMGCL
ENSG00000179163.12,FUCA1
ENSG00000188822.8,CNR2
ENSG00000229106.1,BTBD6P1
ENSG00000232557.3,ENSG00000232557
ENSG00000264926.1,MIR378F
ENSG00000299163.1,ENSG00000299163
ENSG00000230228.2,H3P1
ENSG00000189266.13,PNRC2
ENSG00000188529.15,SRSF10
ENSG00000225315.3,ENSG00000225315
ENSG00000215905.4,RPL36P5
ENSG00000142661.19,MYOM3
ENSG00000230703.1,MYOM3-AS1
ENSG00000142677.4,IL22RA1
ENSG00000185436.12,IFNLR1
ENSG00000158055.17,GRHL3
ENSG00000230023.3,LINC02800
ENSG00000309961.1,ENSG00000309961
ENSG00000232298.3,GRHL3-AS1
ENSG00000001460.18,STPG1
ENSG00000307212.1,ENSG00000307212
ENSG00000001461.19,NIPAL3
ENSG00000286061.3,NCMAP-DT
ENSG00000117602.13,RCAN3
ENSG00000184454.7,NCMAP
ENSG00000227312.2,ENSG00000227312
ENSG00000298126.1,ENSG00000298126
ENSG00000239106.1,Y_RNA
ENSG00000133226.19,SRRM1
ENSG00000307307.1,ENSG00000307307
ENSG00000284699.1,ENSG00000284699
ENSG00000307325.1,ENSG00000307325
ENSG00000169504.15,CLIC4
ENSG00000238482.1,RNU6-1208P
ENSG00000293733.1,ENSG00000293733
ENSG00000020633.19,RUNX3
ENSG00000278034.1,MIR6731
ENSG00000229162.1,RUNX3-AS1
ENSG00000261025.2,ENSG00000261025
ENSG00000264371.1,MIR4425
ENSG00000285823.1,LINC02793
ENSG00000233755.2,ENSG00000233755
ENSG00000303094.1,ENSG00000303094
ENSG00000306010.1,ENSG00000306010
ENSG00000233419.3,IFITM3P7
ENSG00000307250.1,ENSG00000307250
ENSG00000231953.3,ENSG00000231953
ENSG00000117614.10,SYF2
ENSG00000284657.2,ENSG00000284657
ENSG00000299599.1,ENSG00000299599
ENSG00000117616.18,RSRP1
ENSG00000272432.1,ENSG00000272432
ENSG00000261349.1,ENSG00000261349
ENSG00000187010.21,RHD
ENSG00000309241.1,ENSG00000309241
ENSG00000224183.1,SDHDP6
ENSG00000259984.1,ENSG00000259984
ENSG00000183726.11,TMEM50A
ENSG00000188672.19,RHCE
ENSG00000238084.4,ENSG00000238084
ENSG00000204178.11,MACO1
ENSG00000157978.13,LDLRAP1
ENSG00000117643.16,MAN1C1
ENSG00000233478.1,ENSG00000233478
ENSG00000162430.18,SELENON
ENSG00000255054.3,ENSG00000255054
ENSG00000228172.6,ENSG00000228172
ENSG00000117640.18,MTFR1L
ENSG00000272478.1,ENSG00000272478
ENSG00000127423.11,AUNIP
ENSG00000236528.4,ENSG00000236528
ENSG00000182749.6,PAQR7
ENSG00000207302.1,Y_RNA
ENSG00000117632.23,STMN1
ENSG00000229786.1,SNRPFP2
ENSG00000223624.1,ENSG00000223624
ENSG00000294297.1,ENSG00000294297
ENSG00000283938.1,MIR3917
ENSG00000294284.1,ENSG00000294284
ENSG00000158006.14,PAFAH2
ENSG00000207237.1,RNU6-110P
ENSG00000310101.1,ENSG00000310101
ENSG00000252190.1,ENSG00000252190
ENSG00000252691.1,ENSG00000252691
ENSG00000158008.10,EXTL1
ENSG00000310112.1,ENSG00000310112
ENSG00000158014.15,SLC30A2
ENSG00000301481.1,ENSG00000301481
ENSG00000301509.1,ENSG00000301509
ENSG00000284309.1,ENSG00000284309
ENSG00000158022.7,TRIM63
ENSG00000309383.1,ENSG00000309383
ENSG00000175087.10,PDIK1L
ENSG00000309933.1,ENSG00000309933
ENSG00000197245.6,FAM110D
ENSG00000282872.2,C1orf232
ENSG00000236782.8,ZNF593OS
ENSG00000142684.9,ZNF593
ENSG00000142675.18,CNKSR1
ENSG00000302380.1,ENSG00000302380
ENSG00000188782.9,CATSPER4
ENSG00000236155.9,ZPLD2P
ENSG00000293494.3,ZPLD2P
ENSG00000278572.1,ENSG00000278572
ENSG00000306815.1,ENSG00000306815
ENSG00000130695.16,CEP85
ENSG00000270733.1,ENSG00000270733
ENSG00000301028.1,ENSG00000301028
ENSG00000142669.15,SH3BGRL3
ENSG00000158062.21,UBXN11
ENSG00000169442.9,CD52
ENSG00000176092.17,CRYBG2
ENSG00000225854.2,ENSG00000225854
ENSG00000176083.18,ZNF683
ENSG00000131914.11,LIN28A
ENSG00000225891.3,DHDDS-AS1
ENSG00000117682.18,DHDDS
ENSG00000223583.1,RPL17P9
ENSG00000198830.13,HMGN2
ENSG00000294798.1,ENSG00000294798
ENSG00000224129.1,DPPA2P2
ENSG00000117676.14,RPS6KA1
ENSG00000238705.1,MIR1976
ENSG00000243905.3,RN7SL679P
ENSG00000252802.1,Y_RNA
ENSG00000252429.2,RNU7-29P
ENSG00000289452.2,ENSG00000289452
ENSG00000299831.1,ENSG00000299831
ENSG00000299868.1,ENSG00000299868
ENSG00000229247.2,ENSG00000229247
ENSG00000238316.1,ENSG00000238316
ENSG00000235069.2,ENSG00000235069
ENSG00000299849.1,ENSG00000299849
ENSG00000260063.2,ENSG00000260063
ENSG00000290006.1,ENSG00000290006
ENSG00000117713.22,ARID1A
ENSG00000303544.1,ENSG00000303544
ENSG00000060642.12,PIGV
ENSG00000241188.3,RN7SL165P
ENSG00000287810.1,ENSG00000287810
ENSG00000204160.12,ZDHHC18
ENSG00000304862.1,ENSG00000304862
ENSG00000175793.12,SFN
ENSG00000309929.1,ENSG00000309929
ENSG00000142751.15,GPN2
ENSG00000226698.1,ENSG00000226698
ENSG00000289554.1,ENSG00000289554
ENSG00000198746.13,GPATCH3
ENSG00000090273.14,NUDC
ENSG00000131910.5,NR0B2
ENSG00000175707.10,KDF1
ENSG00000297103.1,ENSG00000297103
ENSG00000172746.6,RPL12P13
ENSG00000224064.1,RPL32P6
ENSG00000225294.1,OSTCP2
ENSG00000253368.5,TRNP1
ENSG00000158246.8,TENT5B
ENSG00000299378.1,ENSG00000299378
ENSG00000299392.1,ENSG00000299392
ENSG00000090020.11,SLC9A1
ENSG00000298936.1,ENSG00000298936
ENSG00000229985.2,ENSG00000229985
ENSG00000214973.3,CHCHD3P3
ENSG00000225159.1,NPM1P39
ENSG00000225990.2,SNRPEP7
ENSG00000224311.2,WDTC1-DT
ENSG00000142784.16,WDTC1
ENSG00000252098.1,Y_RNA
ENSG00000243659.1,ENSG00000243659
ENSG00000186501.15,TMEM222
ENSG00000206888.1,RNU6-48P
ENSG00000241547.1,ACTG1P20
ENSG00000304055.1,ENSG00000304055
ENSG00000142765.18,SYTL1
ENSG00000142733.18,MAP3K6
ENSG00000142748.14,FCN3
ENSG00000174950.11,CD164L2
ENSG00000231207.1,ENSG00000231207
ENSG00000306354.1,ENSG00000306354
ENSG00000306368.1,ENSG00000306368
ENSG00000181773.7,GPR3
ENSG00000158195.11,WASF2
ENSG00000241169.1,ENSG00000241169
ENSG00000301155.1,ENSG00000301155
ENSG00000237429.2,ENSG00000237429
ENSG00000300499.1,ENSG00000300499
ENSG00000126705.15,AHDC1
ENSG00000300470.1,ENSG00000300470
ENSG00000000938.13,FGR
ENSG00000301194.1,ENSG00000301194
ENSG00000310432.1,ENSG00000310432
ENSG00000235912.1,ENSG00000235912
ENSG00000233975.3,LINC02574
ENSG00000126709.16,IFI6
ENSG00000294734.1,ENSG00000294734
ENSG00000225886.3,ENSG00000225886
ENSG00000206767.1,RNU6-949P
ENSG00000226662.2,CHMP1AP1
ENSG00000207095.1,RNU6-424P
ENSG00000287244.2,ENSG00000287244
ENSG00000009780.16,FAM76A
ENSG00000231344.1,ENSG00000231344
ENSG00000230833.1,RPEP3
ENSG00000117758.14,STX12
ENSG00000269971.1,ENSG00000269971
ENSG00000270031.1,ENSG00000270031
ENSG00000223062.1,RNU6-1245P
ENSG00000286433.1,ENSG00000286433
ENSG00000117751.18,PPP1R8
ENSG00000252947.1,SCARNA1
ENSG00000309988.1,ENSG00000309988
ENSG00000130775.16,THEMIS2
ENSG00000117748.10,RPA2
ENSG00000130768.15,SMPDL3B
ENSG00000227050.1,ENSG00000227050
ENSG00000158156.9,XKR8
ENSG00000158161.16,EYA3
ENSG00000238231.2,ENSG00000238231
ENSG00000240750.3,RN7SL559P
ENSG00000301359.1,ENSG00000301359
ENSG00000289576.3,ENSG00000289576
ENSG00000228589.3,SPCS2P4
ENSG00000228943.1,ENSG00000228943
ENSG00000214812.3,ARL8BP2
ENSG00000253005.1,RNU6-176P
ENSG00000169403.12,PTAFR
ENSG00000298310.1,ENSG00000298310
ENSG00000126698.11,DNAJC8
ENSG00000290123.2,ENSG00000290123
ENSG00000130770.18,ATP5IF1
ENSG00000270605.2,ENSG00000270605
ENSG00000271398.1,ENSG00000271398
ENSG00000130766.5,SESN2
ENSG00000130772.14,MED18
ENSG00000204138.13,PHACTR4
ENSG00000206779.1,Y_RNA
ENSG00000229820.2,DNAJC8P4
ENSG00000221216.1,RNU6ATAC27P
ENSG00000308327.1,ENSG00000308327
ENSG00000180198.17,RCC1
ENSG00000242125.3,SNHG3
ENSG00000274266.1,SNORA73A
ENSG00000200087.1,SNORA73B
ENSG00000231468.2,PRDX3P2
ENSG00000279443.1,ENSG00000279443
ENSG00000180098.9,TRNAU1AP
ENSG00000197989.16,SNHG12
ENSG00000221539.1,SNORD99
ENSG00000278274.1,SNORA61
ENSG00000273544.1,SNORA44
ENSG00000280498.1,SNORA16A
ENSG00000274582.1,SNORA16A
ENSG00000120656.14,TAF12
ENSG00000188060.8,RAB42
ENSG00000229388.2,TAF12-DT
ENSG00000270103.3,ENSG00000270103
ENSG00000274978.2,RNU11
ENSG00000162419.13,GMEB1
ENSG00000252777.1,ENSG00000252777
ENSG00000289291.1,ENSG00000289291
ENSG00000198492.16,YTHDF2
ENSG00000305996.1,ENSG00000305996
ENSG00000116329.12,OPRD1
ENSG00000233427.1,ENSG00000233427
ENSG00000199756.1,Y_RNA
ENSG00000159023.23,EPB41
ENSG00000300997.1,ENSG00000300997
ENSG00000225616.2,ENSG00000225616
ENSG00000206704.1,Y_RNA
ENSG00000277958.1,Metazoa_SRP
ENSG00000253304.2,TMEM200B
ENSG00000305828.1,ENSG00000305828
ENSG00000225750.1,ENSG00000225750
ENSG00000116350.18,SRSF4
ENSG00000277916.1,ENSG00000277916
ENSG00000116353.16,MECR
ENSG00000237934.1,ENSG00000237934
ENSG00000060656.20,PTPRU
ENSG00000230523.1,LINC01756
ENSG00000300547.1,ENSG00000300547
ENSG00000300593.1,ENSG00000300593
ENSG00000225011.4,ENSG00000225011
ENSG00000300570.1,ENSG00000300570
ENSG00000228176.2,ENSG00000228176
ENSG00000310425.1,ENSG00000310425
ENSG00000284676.1,ENSG00000284676
ENSG00000299394.1,ENSG00000299394
ENSG00000270927.1,ENSG00000270927
ENSG00000300797.1,ENSG00000300797
ENSG00000233399.2,LINC01648
ENSG00000304118.1,ENSG00000304118
ENSG00000302306.1,ENSG00000302306
ENSG00000302331.1,ENSG00000302331
ENSG00000302319.1,ENSG00000302319
ENSG00000233372.1,ENSG00000233372
ENSG00000231251.1,ENSG00000231251
ENSG00000306242.1,ENSG00000306242
ENSG00000306012.1,ENSG00000306012
ENSG00000236335.2,ENSG00000236335
ENSG00000308745.1,ENSG00000308745
ENSG00000231949.1,ENSG00000231949
ENSG00000289710.1,ENSG00000289710
ENSG00000301774.1,ENSG00000301774
ENSG00000162510.6,MATN1
ENSG00000186056.12,MATN1-AS1
ENSG00000287510.1,ENSG00000287510
ENSG00000162511.8,LAPTM5
ENSG00000264773.1,MIR4420
ENSG00000309098.1,ENSG00000309098
ENSG00000306105.1,ENSG00000306105
ENSG00000229607.2,ENSG00000229607
ENSG00000223382.7,LINC01778
ENSG00000298070.1,ENSG00000298070
ENSG00000222784.1,RN7SKP91
ENSG00000235143.1,ENSG00000235143
ENSG00000162512.16,SDC3
ENSG00000266210.2,RN7SL371P
ENSG00000307336.1,ENSG00000307336
ENSG00000134644.16,PUM1
ENSG00000237329.2,ENSG00000237329
ENSG00000232768.1,ENSG00000232768
ENSG00000215900.4,SELENOWP1
ENSG00000225142.2,RPL21P22
ENSG00000302667.1,ENSG00000302667
ENSG00000308292.1,ENSG00000308292
ENSG00000084628.10,NKAIN1
ENSG00000060688.13,SNRNP40
ENSG00000229447.2,ENSG00000229447
ENSG00000121766.16,ZCCHC17
ENSG00000229044.2,ENSG00000229044
ENSG00000121769.8,FABP3
ENSG00000168528.12,SERINC2
ENSG00000305880.1,ENSG00000305880
ENSG00000305901.1,ENSG00000305901
ENSG00000215899.3,EEF1A1P46
ENSG00000206981.1,RNU6-40P
ENSG00000293391.1,LDC1P
ENSG00000260386.7,LDC1P
ENSG00000265961.1,Y_RNA
ENSG00000284543.2,LINC01226
ENSG00000229167.3,ENSG00000229167
ENSG00000142910.16,TINAGL1
ENSG00000305292.1,ENSG00000305292
ENSG00000121764.12,HCRTR1
ENSG00000162517.13,PEF1
ENSG00000235790.8,PEF1-AS1
ENSG00000084636.18,COL16A1
ENSG00000306756.1,ENSG00000306756
ENSG00000295060.1,ENSG00000295060
ENSG00000121753.13,ADGRB2
ENSG00000266580.1,MIR4254
ENSG00000306226.1,ENSG00000306226
ENSG00000301119.1,ENSG00000301119
ENSG00000254545.1,ENSG00000254545
ENSG00000134668.13,SPOCD1
ENSG00000203620.3,ENSG00000203620
ENSG00000269967.1,ENSG00000269967
ENSG00000184007.22,PTP4A2
ENSG00000288678.2,ENSG00000288678
ENSG00000228634.1,ENSG00000228634
ENSG00000300504.1,ENSG00000300504
ENSG00000284702.1,ENSG00000284702
ENSG00000121774.18,KHDRBS1
ENSG00000203325.3,ENSG00000203325
ENSG00000121775.18,TMEM39B
ENSG00000266203.1,MIR5585
ENSG00000276493.1,Metazoa_SRP
ENSG00000025800.14,KPNA6
ENSG00000250135.1,ENSG00000250135
ENSG00000297522.1,ENSG00000297522
ENSG00000084652.16,TXLNA
ENSG00000160050.16,CCDC28B
ENSG00000224066.1,ENSG00000224066
ENSG00000160051.12,IQCC
ENSG00000222046.3,DCDC2B
ENSG00000160055.20,TMEM234
ENSG00000084623.12,EIF3I
ENSG00000291132.2,MTMR9LP
ENSG00000220785.10,MTMR9LP
ENSG00000290045.2,ENSG00000290045
ENSG00000183615.6,FAM167B
ENSG00000182866.18,LCK
ENSG00000277617.1,Metazoa_SRP
ENSG00000252450.1,Y_RNA
ENSG00000116478.13,HDAC1
ENSG00000175130.7,MARCKSL1
ENSG00000305107.1,ENSG00000305107
ENSG00000305127.1,ENSG00000305127
ENSG00000233775.2,ENSG00000233775
ENSG00000162526.7,TSSK3
ENSG00000225828.2,FAM229A
ENSG00000160058.19,BSDC1
ENSG00000224333.1,GAPDHP20
ENSG00000270850.1,ENSG00000270850
ENSG00000229259.1,LRRC37A12P
ENSG00000304771.1,ENSG00000304771
ENSG00000263529.2,RN7SL122P
ENSG00000254553.1,ENSG00000254553
ENSG00000273274.2,ZBTB8B
ENSG00000160062.15,ZBTB8A
ENSG00000176261.16,ZBTB8OS
ENSG00000294305.1,ENSG00000294305
ENSG00000200591.1,Y_RNA
ENSG00000162521.19,RBBP4
ENSG00000162520.15,SYNC
ENSG00000224409.2,ENSG00000224409
ENSG00000162522.11,NHSL3
ENSG00000304155.1,ENSG00000304155
ENSG00000134684.13,YARS1
ENSG00000116497.18,S100PBP
ENSG00000160097.21,FNDC5
ENSG00000121905.10,HPCA
ENSG00000121900.19,TMEM54
ENSG00000287691.2,ENSG00000287691
ENSG00000116514.17,RNF19B
ENSG00000278966.2,ENSG00000278966
ENSG00000300688.1,ENSG00000300688
ENSG00000217644.5,ENSG00000217644
ENSG00000239670.1,ENSG00000239670
ENSG00000236065.3,ENSG00000236065
ENSG00000004455.18,AK2
ENSG00000276645.1,Metazoa_SRP
ENSG00000142920.18,AZIN2
ENSG00000305756.1,ENSG00000305756
ENSG00000278997.1,ENSG00000278997
ENSG00000116525.14,TRIM62
ENSG00000279179.1,ENSG00000279179
ENSG00000284721.1,ENSG00000284721
ENSG00000303059.1,ENSG00000303059
ENSG00000305863.1,ENSG00000305863
ENSG00000160094.15,ZNF362
ENSG00000270115.1,ENSG00000270115
ENSG00000184389.9,A3GALT2
ENSG00000225313.6,ENSG00000225313
ENSG00000134686.21,PHC2
ENSG00000284154.1,MIR3605
ENSG00000222112.1,RN7SKP16
ENSG00000233246.2,PHC2-AS1
ENSG00000301698.1,ENSG00000301698
ENSG00000304221.1,ENSG00000304221
ENSG00000234512.1,TLR12P
ENSG00000121903.15,ZSCAN20
ENSG00000235907.2,ENSG00000235907
ENSG00000121904.19,CSMD2
ENSG00000297811.1,ENSG00000297811
ENSG00000227000.2,HSPD1P14
ENSG00000176256.11,HMGB4
ENSG00000231163.7,CSMD2-AS1
ENSG00000308396.1,ENSG00000308396
ENSG00000295180.1,ENSG00000295180
ENSG00000201148.1,RNA5SP42
ENSG00000142698.15,C1orf94
ENSG00000302624.1,ENSG00000302624
ENSG00000270241.1,ENSG00000270241
ENSG00000297436.1,ENSG00000297436
ENSG00000309519.1,ENSG00000309519
ENSG00000307130.1,ENSG00000307130
ENSG00000287703.1,ENSG00000287703
ENSG00000207941.1,MIR552
ENSG00000163866.9,SMIM12
ENSG00000189280.3,GJB5
ENSG00000189433.7,GJB4
ENSG00000255811.1,ENSG00000255811
ENSG00000188910.8,GJB3
ENSG00000187513.9,GJA4
ENSG00000230163.1,ENSG00000230163
ENSG00000116544.12,DLGAP3
ENSG00000284773.1,ENSG00000284773
ENSG00000293382.1,GPR199P
ENSG00000241014.3,GPR199P
ENSG00000243749.2,TMEM35B
ENSG00000271741.1,ENSG00000271741
ENSG00000163867.17,ZMYM6
ENSG00000197056.12,ZMYM1
ENSG00000233940.1,RPL12P45
ENSG00000228348.1,EFCAB14P1
ENSG00000284640.2,ENSG00000284640
ENSG00000116560.12,SFPQ
ENSG00000201868.1,Y_RNA
ENSG00000306436.1,ENSG00000306436
ENSG00000146463.12,ZMYM4
ENSG00000240374.3,RN7SL503P
ENSG00000201542.1,SNORA62
ENSG00000229994.1,RPL5P4
ENSG00000227409.1,ZMYM4-AS1
ENSG00000142687.19,KIAA0319L
ENSG00000278702.1,Metazoa_SRP
ENSG00000236274.1,ENSG00000236274
ENSG00000020129.16,NCDN
ENSG00000239636.4,TFAP2E-AS1
ENSG00000116819.9,TFAP2E
ENSG00000126067.12,PSMB2
ENSG00000306977.1,ENSG00000306977
ENSG00000142686.8,C1orf216
ENSG00000092853.14,CLSPN
ENSG00000232335.1,ENSG00000232335
