ID,gene_name
ENSG00000233311.1,MTCO1P54
ENSG00000138439.12,FAM117B
ENSG00000303198.1,ENSG00000303198
ENSG00000163596.17,ICA1L
ENSG00000240761.2,ENSG00000240761
ENSG00000296536.1,ENSG00000296536
ENSG00000233579.1,KRT8P15
ENSG00000138442.11,WDR12
ENSG00000138380.18,CARF
ENSG00000232479.2,KRT8P52
ENSG00000270664.1,ENSG00000270664
ENSG00000144426.19,NBEAL1
ENSG00000232994.1,RPL7P14
ENSG00000202059.1,ENSG00000202059
ENSG00000228513.1,ENSG00000228513
ENSG00000225124.1,RPL23AP36
ENSG00000204196.5,RPL12P16
ENSG00000309461.1,ENSG00000309461
ENSG00000289294.3,ENSG00000289294
ENSG00000119004.17,CYP20A1
ENSG00000310180.1,ENSG00000310180
ENSG00000264041.2,RN7SL670P
ENSG00000238285.1,MRPL50P2
ENSG00000138443.17,ABI2
ENSG00000256458.1,ENSG00000256458
ENSG00000173166.18,RAPH1
ENSG00000295314.1,ENSG00000295314
ENSG00000295334.1,ENSG00000295334
ENSG00000295768.1,ENSG00000295768
ENSG00000233459.1,ENSG00000233459
ENSG00000295791.1,ENSG00000295791
ENSG00000233031.1,ENSG00000233031
ENSG00000295810.1,ENSG00000295810
ENSG00000178562.19,CD28
ENSG00000224791.1,KRT18P39
ENSG00000213925.3,NPM1P33
ENSG00000206970.1,RNU6-474P
ENSG00000163599.18,CTLA4
ENSG00000305408.1,ENSG00000305408
ENSG00000305428.1,ENSG00000305428
ENSG00000300710.1,ENSG00000300710
ENSG00000163600.13,ICOS
ENSG00000235951.1,ENSG00000235951
ENSG00000234714.1,ENSG00000234714
ENSG00000298411.1,ENSG00000298411
ENSG00000298432.1,ENSG00000298432
ENSG00000237271.3,ENSG00000237271
ENSG00000306405.1,ENSG00000306405
ENSG00000236681.1,DSTNP5
ENSG00000225304.1,ENSG00000225304
ENSG00000236634.1,ENSG00000236634
ENSG00000237843.3,ENSG00000237843
ENSG00000116117.20,PARD3B
ENSG00000287524.1,ENSG00000287524
ENSG00000309354.1,ENSG00000309354
ENSG00000223890.1,ENSG00000223890
ENSG00000303132.1,ENSG00000303132
ENSG00000118257.17,NRP2
ENSG00000294037.1,ENSG00000294037
ENSG00000225216.6,NRP2-AS1
ENSG00000300670.1,ENSG00000300670
ENSG00000301106.1,ENSG00000301106
ENSG00000201875.1,RN7SKP178
ENSG00000213739.3,PPIAP68
ENSG00000225610.1,ENSG00000225610
ENSG00000114933.16,INO80D
ENSG00000252485.1,Vault
ENSG00000207386.1,Y_RNA
ENSG00000237041.1,RPL27P8
ENSG00000227946.4,INO80D-AS1
ENSG00000023228.15,NDUFS1
ENSG00000231955.1,ENSG00000231955
ENSG00000237580.1,GCSHP3
ENSG00000114942.15,EEF1B2
ENSG00000277502.1,ENSG00000277502
ENSG00000281780.1,snoZ196
ENSG00000207047.2,SNORD51
ENSG00000207406.1,SNORA41
ENSG00000183671.13,CMKLR2
ENSG00000279220.5,CMKLR2-AS
ENSG00000222496.1,RN7SKP200
ENSG00000159186.4,ATP5POP1
ENSG00000224070.1,HMGN1P6
ENSG00000252716.1,RN7SKP260
ENSG00000204186.11,ZDBF2
ENSG00000180105.11,ACER2P1
ENSG00000234491.1,HNRNPA1P51
ENSG00000114948.13,ADAM23
ENSG00000228577.1,ENSG00000228577
ENSG00000231653.1,LINC03097
ENSG00000235118.9,FAM237A
ENSG00000232125.5,DYTN
ENSG00000213083.3,VPS26CP1
ENSG00000207319.1,Y_RNA
ENSG00000138400.13,MDH1B
ENSG00000118246.14,FASTKD2
ENSG00000283469.1,MIR3130-1
ENSG00000263468.1,MIR3130-2
ENSG00000299634.1,ENSG00000299634
ENSG00000229321.3,ENSG00000229321
ENSG00000299647.1,ENSG00000299647
ENSG00000260171.1,ENSG00000260171
ENSG00000299281.1,ENSG00000299281
ENSG00000144410.5,CPO
ENSG00000118263.16,KLF7
ENSG00000253008.2,MIR2355
ENSG00000237892.1,KLF7-IT1
ENSG00000229647.4,MYOSLID
ENSG00000277590.1,MIR7845
ENSG00000223725.7,MYOSLID-AS1
ENSG00000286568.1,ENSG00000286568
ENSG00000225064.2,LINC01802
ENSG00000221628.1,MIR1302-4
ENSG00000298964.1,ENSG00000298964
ENSG00000298986.1,ENSG00000298986
ENSG00000298903.1,ENSG00000298903
ENSG00000298950.1,ENSG00000298950
ENSG00000298881.1,ENSG00000298881
ENSG00000118260.15,CREB1
ENSG00000144401.14,METTL21A
ENSG00000223433.1,RPS29P9
ENSG00000224137.3,LINC01857
ENSG00000199251.1,RNU6-664P
ENSG00000296093.1,ENSG00000296093
ENSG00000213082.3,PPP1R14BP2
ENSG00000200764.1,Y_RNA
ENSG00000308478.1,ENSG00000308478
ENSG00000163249.13,CCNYL1
ENSG00000272851.1,ENSG00000272851
ENSG00000284079.1,MIR4775
ENSG00000163251.4,FZD5
ENSG00000178385.15,PLEKHM3
ENSG00000225111.4,ENSG00000225111
ENSG00000307662.1,ENSG00000307662
ENSG00000309739.1,ENSG00000309739
ENSG00000212246.1,RNU6-360P
ENSG00000185078.3,RPL9P14
ENSG00000251941.1,RNA5SP116
ENSG00000224839.1,RPL12P17
ENSG00000289422.3,ENSG00000289422
ENSG00000290929.2,ENSG00000290929
ENSG00000229150.3,CRYGEP
ENSG00000295187.1,ENSG00000295187
ENSG00000118231.5,CRYGD
ENSG00000163254.5,CRYGC
ENSG00000224529.1,ENSG00000224529
ENSG00000182187.4,CRYGB
ENSG00000168582.5,CRYGA
ENSG00000188674.11,C2orf80
ENSG00000233869.1,RPSAP27
ENSG00000228111.1,TPT1P2
ENSG00000138413.14,IDH1
ENSG00000231908.3,IDH1-AS1
ENSG00000115020.17,PIKFYVE
ENSG00000228380.1,MYL6BP1
ENSG00000144407.10,PTH2R
ENSG00000213081.3,ARPC1BP1
ENSG00000227430.1,H3P9
ENSG00000231896.1,ENSG00000231896
ENSG00000232409.1,ENSG00000232409
ENSG00000297351.1,ENSG00000297351
ENSG00000287662.1,ENSG00000287662
ENSG00000294474.1,ENSG00000294474
ENSG00000202164.1,RNA5SP117
ENSG00000235864.1,HSPA8P6
ENSG00000232799.1,CRYGFP
ENSG00000240286.1,MEAF6P1
ENSG00000229670.2,PKP4P1
ENSG00000289113.2,ENSG00000289113
ENSG00000286249.1,ENSG00000286249
ENSG00000078018.22,MAP2
ENSG00000222317.1,RNA5SP118
ENSG00000144406.20,UNC80
ENSG00000237194.1,SNAI1P1
ENSG00000295428.1,ENSG00000295428
ENSG00000197713.15,RPE
ENSG00000144445.17,KANSL1L
ENSG00000272807.1,ENSG00000272807
ENSG00000229127.2,KANSL1L-AS1
ENSG00000231063.1,RPL6P6
ENSG00000279317.5,ENSG00000279317
ENSG00000115361.8,ACADL
ENSG00000303622.1,ENSG00000303622
ENSG00000199203.1,Y_RNA
ENSG00000168530.16,MYL1
ENSG00000234281.6,LANCL1-AS1
ENSG00000115365.13,LANCL1
ENSG00000021826.18,CPS1
ENSG00000288732.2,ENSG00000288732
ENSG00000280837.1,CPS1-IT1
ENSG00000296241.1,ENSG00000296241
ENSG00000308183.1,ENSG00000308183
ENSG00000298388.1,ENSG00000298388
ENSG00000271074.1,ENSG00000271074
ENSG00000231017.1,RPS27P10
ENSG00000178568.16,ERBB4
ENSG00000199585.1,RNA5SP119
ENSG00000232631.1,MTND2P23
ENSG00000236007.1,MTCO1P46
ENSG00000221782.1,MIR548F2
ENSG00000273118.2,ENSG00000273118
ENSG00000299731.1,ENSG00000299731
ENSG00000297009.1,ENSG00000297009
ENSG00000234308.3,LINC01878
ENSG00000231254.2,PCED1CP
ENSG00000223373.1,ENSG00000223373
ENSG00000283637.1,MIR4776-2
ENSG00000266354.1,MIR4776-1
ENSG00000286965.1,ENSG00000286965
ENSG00000302515.1,ENSG00000302515
ENSG00000030419.17,IKZF2
ENSG00000270659.3,ENSG00000270659
ENSG00000236193.4,LINC01953
ENSG00000310213.1,ENSG00000310213
ENSG00000289002.3,ENSG00000289002
ENSG00000295442.1,ENSG00000295442
ENSG00000196096.4,SPAG16-DT
ENSG00000144451.20,SPAG16
ENSG00000265734.1,MIR4438
ENSG00000308168.1,ENSG00000308168
ENSG00000197585.10,ENSG00000197585
ENSG00000213917.2,RPL5P8
ENSG00000174453.10,VWC2L
ENSG00000302294.1,ENSG00000302294
ENSG00000224257.1,VWC2L-IT1
ENSG00000177261.8,ENSAP3
ENSG00000138376.11,BARD1
ENSG00000229267.4,SNHG31
ENSG00000207274.1,SNORA70I
ENSG00000230076.1,RPL10P6
ENSG00000144452.15,ABCA12
ENSG00000227769.7,ENSG00000227769
ENSG00000286836.2,ENSG00000286836
ENSG00000237571.2,LINC02862
ENSG00000138363.15,ATIC
ENSG00000301717.1,ENSG00000301717
ENSG00000115414.21,FN1
ENSG00000230695.3,FN1-DT
ENSG00000299965.1,ENSG00000299965
ENSG00000225166.3,ENSG00000225166
ENSG00000228618.1,ENSG00000228618
ENSG00000304674.1,ENSG00000304674
ENSG00000234938.3,ENSG00000234938
ENSG00000237525.8,ENSG00000237525
ENSG00000227981.2,ENSG00000227981
ENSG00000235770.7,LINC00607
ENSG00000230838.3,LINC01614
ENSG00000288791.2,ENSG00000288791
ENSG00000216721.3,ENSG00000216721
ENSG00000300049.1,ENSG00000300049
ENSG00000227824.1,ENSG00000227824
ENSG00000299937.1,ENSG00000299937
ENSG00000300001.1,ENSG00000300001
ENSG00000226276.1,ENSG00000226276
ENSG00000118242.17,MREG
ENSG00000115425.14,PECR
ENSG00000163449.11,TMEM169
ENSG00000079246.16,XRCC5
ENSG00000232970.1,POLHP1
ENSG00000236478.2,ENSG00000236478
ENSG00000279348.1,ENSG00000279348
ENSG00000260804.4,LINC01963
ENSG00000144583.5,MARCHF4
ENSG00000231092.1,ENSG00000231092
ENSG00000233581.1,ENSG00000233581
ENSG00000207303.1,Y_RNA
ENSG00000235042.2,SMARCAL1-AS1
ENSG00000290060.2,ENSG00000290060
ENSG00000138375.14,SMARCAL1
ENSG00000232485.5,RPL37A-DT
ENSG00000197756.10,RPL37A
ENSG00000303308.1,ENSG00000303308
ENSG00000224391.2,LINC01280
ENSG00000225794.4,ENSG00000225794
ENSG00000235444.2,PSMB3P2
ENSG00000303260.1,ENSG00000303260
ENSG00000115457.10,IGFBP2
ENSG00000296004.1,ENSG00000296004
ENSG00000115461.5,IGFBP5
ENSG00000300521.1,ENSG00000300521
ENSG00000223874.4,TESHL
ENSG00000237930.1,RPL31P14
ENSG00000222832.1,RNA5SP120
ENSG00000234588.1,FABP5P14
ENSG00000309106.1,ENSG00000309106
ENSG00000309238.1,ENSG00000309238
ENSG00000231597.2,ENSG00000231597
ENSG00000309139.1,ENSG00000309139
ENSG00000309218.1,ENSG00000309218
ENSG00000118245.2,TNP1
ENSG00000237479.2,ENSG00000237479
ENSG00000236295.1,ENSG00000236295
ENSG00000309163.1,ENSG00000309163
ENSG00000309121.1,ENSG00000309121
ENSG00000304367.1,ENSG00000304367
ENSG00000287498.2,ENSG00000287498
ENSG00000304387.1,ENSG00000304387
ENSG00000306317.1,ENSG00000306317
ENSG00000302911.1,ENSG00000302911
ENSG00000305263.1,ENSG00000305263
ENSG00000251982.1,RN7SKP43
ENSG00000297094.1,ENSG00000297094
ENSG00000278004.1,ENSG00000278004
ENSG00000231672.9,DIRC3
ENSG00000297114.1,ENSG00000297114
ENSG00000224414.1,ENSG00000224414
ENSG00000231035.1,RPL7L1P9
ENSG00000079308.21,TNS1
ENSG00000305057.1,ENSG00000305057
ENSG00000275458.1,MIR6809
ENSG00000295147.1,ENSG00000295147
ENSG00000223923.3,TNS1-AS1
ENSG00000295188.1,ENSG00000295188
ENSG00000188282.13,RUFY4
ENSG00000291236.2,ENSG00000291236
ENSG00000229754.3,CXCR2P1
ENSG00000308080.1,ENSG00000308080
ENSG00000180871.8,CXCR2
ENSG00000305582.1,ENSG00000305582
ENSG00000163464.8,CXCR1
ENSG00000224159.1,HMGB1P9
ENSG00000305602.1,ENSG00000305602
ENSG00000163466.16,ARPC2
ENSG00000261338.2,ENSG00000261338
ENSG00000179921.15,GPBAR1
ENSG00000127837.10,AAMP
ENSG00000127838.15,PNKD
ENSG00000135926.15,TMBIM1
ENSG00000284173.1,MIR6513
ENSG00000308453.1,ENSG00000308453
ENSG00000237281.2,CATIP-AS2
ENSG00000278524.1,MIR6810
ENSG00000230580.1,RPL19P5
ENSG00000158428.5,CATIP
ENSG00000225062.3,CATIP-AS1
ENSG00000306664.1,ENSG00000306664
ENSG00000018280.18,SLC11A1
ENSG00000144579.9,CTDSP1
ENSG00000273361.2,ENSG00000273361
ENSG00000199121.4,MIR26B
ENSG00000127831.11,VIL1
ENSG00000135913.11,USP37
ENSG00000222714.1,RN7SKP38
ENSG00000144580.15,CNOT9
ENSG00000207393.1,RNU6-136P
ENSG00000115556.14,PLCD4
ENSG00000115568.16,ZNF142
ENSG00000074582.15,BCS1L
ENSG00000163481.8,RNF25
ENSG00000163482.12,STK36
ENSG00000135912.11,TTLL4
ENSG00000135929.9,CYP27A1
ENSG00000286154.1,ENSG00000286154
ENSG00000272555.1,ENSG00000272555
ENSG00000115592.14,PRKAG3
ENSG00000283639.1,MIR9500
ENSG00000232625.1,RPL23AP31
ENSG00000115596.4,WNT6
ENSG00000308857.1,ENSG00000308857
ENSG00000300702.1,ENSG00000300702
ENSG00000135925.9,WNT10A
ENSG00000235024.3,CDK5R2-AS1
ENSG00000288898.2,ENSG00000288898
ENSG00000200029.1,RNU6-642P
ENSG00000224928.2,KRT8P30
ENSG00000171450.6,CDK5R2
ENSG00000236445.6,LINC00608
ENSG00000308171.1,ENSG00000308171
ENSG00000163497.3,FEV
ENSG00000163499.12,CRYBA2
ENSG00000198973.4,MIR375
ENSG00000224090.2,ENSG00000224090
ENSG00000181378.14,CFAP65
ENSG00000163501.7,IHH
ENSG00000264755.1,MIR3131
ENSG00000286606.1,ENSG00000286606
ENSG00000187736.14,NHEJ1
ENSG00000280537.2,ENSG00000280537
ENSG00000240317.3,RN7SL764P
ENSG00000307710.1,ENSG00000307710
ENSG00000213901.11,SLC23A3
ENSG00000115649.16,CNPPD1
ENSG00000144567.11,RETREG2
ENSG00000290093.1,ENSG00000290093
ENSG00000158552.13,ZFAND2B
ENSG00000287529.1,ENSG00000287529
ENSG00000303299.1,ENSG00000303299
ENSG00000115657.14,ABCB6
ENSG00000284820.1,ENSG00000284820
ENSG00000309937.1,ENSG00000309937
ENSG00000198925.12,ATG9A
ENSG00000163516.14,ANKZF1
ENSG00000163521.16,GLB1L
ENSG00000115661.14,STK16
ENSG00000127824.15,TUBA4A
ENSG00000243910.9,TUBA4B
ENSG00000135924.17,DNAJB2
ENSG00000054356.14,PTPRN
ENSG00000207647.1,MIR153-1
ENSG00000230432.2,ENSG00000230432
ENSG00000182698.12,RESP18
ENSG00000308861.1,ENSG00000308861
ENSG00000232789.1,ENSG00000232789
ENSG00000123992.21,DNPEP
ENSG00000229525.2,DNPEP-AS1
ENSG00000175084.13,DES
ENSG00000234638.1,ENSG00000234638
ENSG00000280323.1,ENSG00000280323
ENSG00000072195.15,SPEG
ENSG00000227432.1,ASIC4-AS1
ENSG00000286143.1,ENSG00000286143
ENSG00000286095.3,SPEGNB
ENSG00000268603.3,ENSG00000268603
ENSG00000144591.20,GMPPA
ENSG00000072182.14,ASIC4
ENSG00000123989.15,CHPF
ENSG00000188760.11,TMEM198
ENSG00000268896.1,ENSG00000268896
ENSG00000265252.1,MIR3132
ENSG00000124006.15,OBSL1
ENSG00000269068.2,ENSG00000269068
ENSG00000123999.5,INHA
ENSG00000222678.1,RN7SKP213
ENSG00000144589.22,STK11IP
ENSG00000228973.2,ENSG00000228973
ENSG00000295808.1,ENSG00000295808
ENSG00000114923.17,SLC4A3
ENSG00000267919.1,ENSG00000267919
ENSG00000227308.3,LINC02832
ENSG00000231802.1,DNAJB6P3
ENSG00000223903.1,RPL23P4
ENSG00000286199.2,ENSG00000286199
ENSG00000228909.3,LINC01803
ENSG00000304439.1,ENSG00000304439
ENSG00000266518.1,MIR4268
ENSG00000288902.3,ENSG00000288902
ENSG00000225911.1,ENSG00000225911
ENSG00000308119.1,ENSG00000308119
ENSG00000308081.1,ENSG00000308081
ENSG00000286272.2,ENSG00000286272
ENSG00000232089.1,ENSG00000232089
ENSG00000290000.2,ENSG00000290000
ENSG00000286170.1,ENSG00000286170
ENSG00000116106.12,EPHA4
ENSG00000226726.1,TMEM256P2
ENSG00000272944.1,ENSG00000272944
ENSG00000234446.4,ENSG00000234446
ENSG00000298689.1,ENSG00000298689
ENSG00000230406.2,RPL23P5
ENSG00000298704.1,ENSG00000298704
ENSG00000301760.1,ENSG00000301760
ENSG00000298385.1,ENSG00000298385
ENSG00000298404.1,ENSG00000298404
ENSG00000233868.1,LLPHP3
ENSG00000226666.1,HSPA9P1
ENSG00000298423.1,ENSG00000298423
ENSG00000226331.1,RPL23AP28
ENSG00000135903.20,PAX3
ENSG00000163081.4,CCDC140
ENSG00000288658.2,RNF228
ENSG00000237732.12,CT75
ENSG00000291155.2,CT75
ENSG00000200822.1,Y_RNA
ENSG00000163082.10,SGPP2
ENSG00000228670.4,NANOGP2
ENSG00000202016.1,RNU6-619P
ENSG00000234285.1,GAPDHP49
ENSG00000305351.1,ENSG00000305351
ENSG00000116120.11,FARSB
ENSG00000303347.1,ENSG00000303347
ENSG00000124003.13,MOGAT1
ENSG00000233751.1,RRAS2P2
ENSG00000203531.3,ENSG00000203531
ENSG00000303369.1,ENSG00000303369
ENSG00000235225.1,RPL31P17
ENSG00000304520.1,ENSG00000304520
ENSG00000299568.1,ENSG00000299568
ENSG00000294057.1,ENSG00000294057
ENSG00000123983.15,ACSL3
ENSG00000224121.1,ATG12P2
ENSG00000234193.1,ACSL3-AS1
ENSG00000278083.1,ENSG00000278083
ENSG00000297396.1,ENSG00000297396
ENSG00000152049.7,KCNE4
ENSG00000243125.3,RN7SL807P
ENSG00000303770.1,ENSG00000303770
ENSG00000233299.1,HIGD1AP4
ENSG00000235610.2,ENSG00000235610
ENSG00000231189.1,ENSG00000231189
ENSG00000171951.5,SCG2
ENSG00000303803.1,ENSG00000303803
ENSG00000152056.18,AP1S3
ENSG00000226539.1,MLXP1
ENSG00000286239.1,ENSG00000286239
ENSG00000085449.15,WDFY1
ENSG00000299887.1,ENSG00000299887
ENSG00000135900.4,MRPL44
ENSG00000228802.1,ENSG00000228802
ENSG00000135919.14,SERPINE2
ENSG00000310283.1,ENSG00000310283
ENSG00000297133.1,ENSG00000297133
ENSG00000297115.1,ENSG00000297115
ENSG00000224826.1,USP21P1
ENSG00000297154.1,ENSG00000297154
ENSG00000307757.1,ENSG00000307757
ENSG00000228681.1,ENSG00000228681
ENSG00000294215.1,ENSG00000294215
ENSG00000124019.10,FAM124B
ENSG00000300443.1,ENSG00000300443
ENSG00000300456.1,ENSG00000300456
ENSG00000274629.2,ENSG00000274629
ENSG00000036257.14,CUL3
ENSG00000228446.2,ANKRD49P1
ENSG00000305943.1,ENSG00000305943
ENSG00000309216.1,ENSG00000309216
ENSG00000283428.1,CCDC195
ENSG00000135905.21,DOCK10
ENSG00000305884.1,ENSG00000305884
ENSG00000263828.1,MIR4439
ENSG00000297127.1,ENSG00000297127
ENSG00000297438.1,ENSG00000297438
ENSG00000144460.13,NYAP2
ENSG00000299331.1,ENSG00000299331
ENSG00000289265.1,ENSG00000289265
ENSG00000279015.1,ENSG00000279015
ENSG00000230621.1,ENSG00000230621
ENSG00000235070.4,ENSG00000235070
ENSG00000293944.1,ENSG00000293944
ENSG00000297540.1,ENSG00000297540
ENSG00000295561.1,ENSG00000295561
ENSG00000302355.1,ENSG00000302355
ENSG00000304396.1,ENSG00000304396
ENSG00000304420.1,ENSG00000304420
ENSG00000263363.1,MIR5702
ENSG00000169047.6,IRS1
ENSG00000295075.1,ENSG00000295075
ENSG00000272622.3,ENSG00000272622
ENSG00000261379.1,ENSG00000261379
ENSG00000290086.2,ENSG00000290086
ENSG00000144468.17,RHBDD1
ENSG00000212391.1,ENSG00000212391
ENSG00000081052.14,COL4A4
ENSG00000169031.21,COL4A3
ENSG00000236432.8,MFF-DT
ENSG00000168958.21,MFF
ENSG00000168955.4,TM4SF20
ENSG00000284629.1,SCYGR1
ENSG00000301805.1,ENSG00000301805
ENSG00000306559.1,ENSG00000306559
ENSG00000284092.1,MIR5703
ENSG00000173744.18,AGFG1
ENSG00000296787.1,ENSG00000296787
ENSG00000285843.1,SCYGR9
ENSG00000284643.1,SCYGR2
ENSG00000284622.2,SCYGR10
ENSG00000290795.2,SLC19A4P
ENSG00000284704.1,SCYGR3
ENSG00000236116.1,ENSG00000236116
ENSG00000284631.2,SCYGR4
ENSG00000307693.1,ENSG00000307693
ENSG00000042304.14,SLC19A4P
ENSG00000284667.1,SCYGR5
ENSG00000135917.16,SLC19A3
ENSG00000284725.1,SCYGR6
ENSG00000284718.1,SCYGR7
ENSG00000284635.2,SCYGR8
ENSG00000252346.1,RNA5SP121
ENSG00000296555.1,ENSG00000296555
ENSG00000226718.1,SNRPGP8
ENSG00000229172.1,ENSG00000229172
ENSG00000115009.13,CCL20
ENSG00000303691.1,ENSG00000303691
ENSG00000295091.1,ENSG00000295091
ENSG00000183514.4,CRIPTOP2
ENSG00000123977.10,DAW1
ENSG00000272237.1,ENSG00000272237
ENSG00000153820.13,SPHKAP
ENSG00000200281.1,RNU6-624P
ENSG00000302598.1,ENSG00000302598
ENSG00000203387.2,SNF8P1
ENSG00000286772.2,ENSG00000286772
ENSG00000232023.4,LINC01807
ENSG00000298849.1,ENSG00000298849
ENSG00000228226.2,ENSG00000228226
ENSG00000298114.1,ENSG00000298114
ENSG00000237322.1,RPL7L1P10
ENSG00000302572.1,ENSG00000302572
ENSG00000153823.19,PID1
ENSG00000226297.1,RPL17P14
ENSG00000253006.1,RN7SKP283
ENSG00000297905.1,ENSG00000297905
ENSG00000296367.1,ENSG00000296367
ENSG00000290097.2,ENSG00000290097
ENSG00000187957.8,DNER
ENSG00000287791.2,ENSG00000287791
ENSG00000238782.1,RNU7-9P
ENSG00000235993.1,ENSG00000235993
ENSG00000293647.1,ENSG00000293647
ENSG00000153827.15,TRIP12
ENSG00000303081.1,ENSG00000303081
ENSG00000222344.1,RNU6-613P
ENSG00000303102.1,ENSG00000303102
ENSG00000153832.12,FBXO36
ENSG00000252333.1,RNU6-964P
ENSG00000231534.1,FBXO36-IT1
ENSG00000302256.1,ENSG00000302256
ENSG00000206725.1,RNU6-1027P
ENSG00000163053.11,SLC16A14
ENSG00000199400.1,RNY4P19
ENSG00000225963.9,ENSG00000225963
ENSG00000283451.1,ENSG00000283451
ENSG00000135899.20,SP110
ENSG00000079263.19,SP140
ENSG00000185404.17,SP140L
ENSG00000297551.1,ENSG00000297551
ENSG00000279964.1,ENSG00000279964
ENSG00000067066.17,SP100
ENSG00000308860.1,ENSG00000308860
ENSG00000243650.3,RN7SL834P
ENSG00000250011.1,HMGB1P3
ENSG00000235419.6,ENSG00000235419
ENSG00000183022.5,TPM3P8
ENSG00000283202.1,ENSG00000283202
ENSG00000199791.1,RNU6-451P
ENSG00000289157.2,ENSG00000289157
ENSG00000226125.3,LINC01907
ENSG00000297784.1,ENSG00000297784
ENSG00000135932.12,CAB39
ENSG00000237758.1,BANF1P3
ENSG00000201044.1,RNU6-268P
ENSG00000270891.1,ENSG00000270891
ENSG00000308773.1,ENSG00000308773
ENSG00000308786.1,ENSG00000308786
ENSG00000135916.16,ITM2C
ENSG00000232520.3,GCSIR
ENSG00000135898.10,GPR55
ENSG00000230385.2,ENSG00000230385
ENSG00000235013.1,COX20P2
ENSG00000238062.7,SPATA3-AS1
ENSG00000173699.17,SPATA3
ENSG00000204128.6,C2orf72
ENSG00000261829.1,ENSG00000261829
ENSG00000298080.1,ENSG00000298080
ENSG00000173692.14,PSMD1
ENSG00000135914.6,HTR2B
ENSG00000201574.1,RNU1-93P
ENSG00000135931.19,ARMC9
ENSG00000237039.1,RPS28P4
ENSG00000294346.1,ENSG00000294346
ENSG00000263641.1,MIR4777
ENSG00000224376.4,ENSG00000224376
ENSG00000156966.8,B3GNT7
ENSG00000307696.1,ENSG00000307696
ENSG00000233538.2,ENSG00000233538
ENSG00000172799.5,ZBTB8OSP2
ENSG00000298773.1,ENSG00000298773
ENSG00000230047.1,HIGD2AP1
ENSG00000115053.17,NCL
ENSG00000206885.1,SNORA75
ENSG00000207280.1,SNORD20
ENSG00000202400.1,SNORD82
ENSG00000181798.5,LINC00471
ENSG00000297761.1,ENSG00000297761
ENSG00000283312.1,ENSG00000283312
ENSG00000283491.1,ENSG00000283491
ENSG00000223198.1,RNU2-22P
ENSG00000297785.1,ENSG00000297785
ENSG00000286942.1,ENSG00000286942
ENSG00000171596.7,NMUR1
ENSG00000301459.1,ENSG00000301459
ENSG00000286399.2,ENSG00000286399
ENSG00000301477.1,ENSG00000301477
ENSG00000231494.1,RPL21P35
ENSG00000228884.2,RPL23AP26
ENSG00000177673.4,TEX44
ENSG00000301504.1,ENSG00000301504
ENSG00000307480.1,ENSG00000307480
ENSG00000295013.1,ENSG00000295013
ENSG00000239202.3,RN7SL499P
ENSG00000300890.1,ENSG00000300890
ENSG00000301004.1,ENSG00000301004
ENSG00000304034.1,ENSG00000304034
ENSG00000289018.3,ENSG00000289018
ENSG00000187514.17,PTMA
ENSG00000277986.1,U4
ENSG00000298362.1,ENSG00000298362
ENSG00000284378.1,MIR1244-1
ENSG00000156973.14,PDE6D
ENSG00000144524.18,COPS7B
ENSG00000237641.1,RPL28P2
ENSG00000261096.1,ENSG00000261096
ENSG00000260622.1,ENSG00000260622
ENSG00000222246.1,MIR1471
ENSG00000163273.4,NPPC
ENSG00000144535.20,DIS3L2
ENSG00000227033.1,ENSG00000227033
ENSG00000207626.1,MIR562
ENSG00000251485.1,NRBF2P6
ENSG00000230122.1,ECEL1P3
ENSG00000275157.1,ENSG00000275157
ENSG00000224516.6,ECEL1P2
ENSG00000163283.7,ALPP
ENSG00000244280.2,ECEL1P2
ENSG00000163286.9,ALPG
ENSG00000237087.2,ENSG00000237087
ENSG00000204121.2,ECEL1P1
ENSG00000223788.4,DIS3L2P1
ENSG00000306068.1,ENSG00000306068
ENSG00000163295.5,ALPI
ENSG00000171551.12,ECEL1
ENSG00000304480.1,ENSG00000304480
ENSG00000301941.1,ENSG00000301941
ENSG00000237412.7,PRSS56
ENSG00000135902.10,CHRND
ENSG00000196811.13,CHRNG
ENSG00000221944.9,TIGD1
ENSG00000284407.1,MIR5001
ENSG00000135930.15,EIF4E2
ENSG00000237126.9,ENSG00000237126
ENSG00000115468.13,EFHD1
ENSG00000244384.3,RN7SL359P
ENSG00000304167.1,ENSG00000304167
ENSG00000204120.16,GIGYF2
ENSG00000213055.3,EEF1B2P7
ENSG00000241409.1,ENSG00000241409
ENSG00000115474.7,KCNJ13
ENSG00000252452.1,RNU6-107P
ENSG00000199781.1,Y_RNA
ENSG00000182600.10,SNORC
ENSG00000066248.15,NGEF
ENSG00000222001.3,ENSG00000222001
ENSG00000115488.3,NEU2
ENSG00000303700.1,ENSG00000303700
ENSG00000168918.14,INPP5D
ENSG00000303717.1,ENSG00000303717
ENSG00000289129.3,ENSG00000289129
ENSG00000263941.2,RN7SL32P
ENSG00000085978.22,ATG16L1
ENSG00000252010.1,SCARNA5
ENSG00000251791.1,SCARNA6
ENSG00000130561.17,SAG
ENSG00000259793.1,ENSG00000259793
ENSG00000077044.11,DGKD
ENSG00000201013.1,Y_RNA
ENSG00000302812.1,ENSG00000302812
ENSG00000085982.16,USP40
ENSG00000271639.1,PPFIA1P1
ENSG00000296115.1,ENSG00000296115
ENSG00000228949.1,UGT1A12P
ENSG00000227846.1,UGT1A11P
